"camstn","elevation_m"
"ThD_016",3410.6158219919
"ThD_017",3287.08839276687
"ThD_018",3650.73433196843
"ThD_019",2981.51660914968
"ThD_020",3974.19391933118
"ThD_021",3457.80710022076
"ThD_022",2963.62625248714
"ThD_023",3250.42794903926
"ThD_024",4005.15144933985
"ThD_025",3053.41502963533
"ThD_026",3796.64016255163
"ThD_027",4180.48259002091
"ThD_028",3023.61379230339
"ThD_029",3619.28956276909
"ThD_030",2982.4084100621
"ThD_031",4405.29868866028
"ThD_032",4366.70033804528
"ThD_033",3550.14042183967
"ThD_034",3300.4819501716
"ThD_035",3014.79882464044
"ThD_037",4457.88225491235
"ThD_038",3686.33816563301
"ThD_039",3434.54044058513
"ThD_040",3402.63815450945
"ThD_041",3557.97519773759
"ThD_042",3822.53530585441
"TD_001",2731.67065516847
"TD_002",3440.48149037277
"TD_003",2997.75431432283
"TD_004",3471.94151423142
"TD_005",1904.13173634474
"TD_006",2663.10281389991
"TD_007",1700.17720232106
"TD_008",2775.86387882512
"TD_009",2506.16632569271
"TD_010",2985.25333146269
"TD_011",2260.32820588419
"TD_012",2795.57177631037
"TD_013",2807.83751042735
"TD_014",1791.84655698651
"TD_015",2091.40519579456
"TD_016",1249.34668523927
"TD_017",2633.00754271617
"TD_018",2028.18185900899
"TD_019",2358.45669476046
"TD_020",2516.55642744894
"TD_021",2852.86158305548
"TD_022",971.099908804776
"TD_023",2418.96553687667
"TD_024",2868.40435789896
"TD_025",1434.54121854802
"TD_026",2920.24183388538
"TD_027",3562.29773495326
"TD_028",1662.95836863307
"TD_029",2306.47718431152
"TD_030",2438.52708420653
